,ArticleId,Start,End,Fragment,Technique,avg_word_sim,avg_sent_sim,x_y,x_2,y_2
0,111111112,191,221,Stop Islamization of America. ,Slogans,0.06550582412881337,0.5215000884796299,0.041495166729077874,0.06489626637265065,0.3303482309929853
1,111111112,476,556,We condemn all those whose behaviours and views run counter to our shared values,Black-and-White_Fallacy,0.33989027868195437,0.5215000884796299,0.21530610401551678,1.6767648088328282,0.3303482309929853
2,111111112,785,798,"Defeat Jihad""",Slogans,1.712279759434379,0.5215000884796299,1.08465674693042,14.397043019196392,0.3303482309929853
3,111111112,958,1015,"the nation that gave the world the Magna Carta is dead"". ",Loaded_Language,0.7193785221976724,0.5215000884796299,0.45569584257439993,0.0,0.3303482309929853
4,111111112,1456,1536,"The UK should never become a stage for inflammatory speakers who promote hate."" ",Flag-Waving,0.910840581001281,0.5215000884796299,0.5769789522521801,0.0,0.3303482309929853
5,111111112,1810,1824,hate preachers,"Name_Calling,Labeling",6.988918574418949,0.5215000884796299,4.427184076505672,0.0,0.3303482309929853
6,111111112,2095,2125,"delighted"" with the decision. ",Loaded_Language,2.602427738414478,0.5215000884796299,1.2142268673233683,2.125452931933242,0.24331873250369962
7,111111112,911,942,a striking blow against freedom,Loaded_Language,3.4173108624191264,0.5215000884796299,1.5944306932700074,13.371203382808499,0.24331873250369962
8,111111112,1738,1787,so-called land of democracy and freedom of speech,"Name_Calling,Labeling",1.962856851717061,0.5215000884796299,0.9158192909197423,77.06320464742265,0.24331873250369962
9,111111113,1396,1430,hair trigger in single-action mode,Loaded_Language,0.196405438677197,0.5409639795085358,0.07519492421063849,0.02426558376167498,0.20711109485458712
10,111111113,3082,3099,"sanctuary"" policy","Name_Calling,Labeling",0.5757623698697955,0.5409639795085358,0.22043385385500236,0.0,0.20711109485458712
11,111111113,3828,3985,"politicians across this country continue to endanger the lives of Americans with sanctuary policies while ignoring the harm inflicted on their constituents.""",Whataboutism,0.37536260041971237,0.5409639795085358,0.14370967769613735,0.5456161564085885,0.20711109485458712
12,111111113,361,469,pinned blame for Steinle's death on illegal immigration and insufficiently aggressive deportation policies. ,Causal_Oversimplification,0.8018639226292372,0.5409639795085358,0.30699810196422656,2.291119201475703,0.20711109485458712
13,111111113,3580,3741,"This tragedy could have been prevented if San Francisco had simply turned the alien over to ICE as we requested, instead of releasing him back onto the streets,""",Causal_Oversimplification,0.7768547969796293,0.5409639795085358,0.2974232178853422,1.4886676419010472,0.20711109485458712
14,111111113,4865,5007,Steinle would still be alive were it not for an insecure border and lenient treatment toward suspected undocumented immigrants in local jails.,Causal_Oversimplification,1.3859756766349902,0.5409639795085358,0.5306285643833162,0.0,0.20711109485458712
